region,postcode,place,county,Gravemaskin - belter,Lastebiler,Hjullastere,Traktorer,Maskinhengere,Gravemaskin - hjul,Minimaskiner < 5tonn,Dumpere,Borevogner,Knuseverk,Trekkvogner,Kompressorer,Containerbiler,Bulldosere,Veghøvler,Andre,Maskiner Totalt,Registrering år,Næring,Antall ansatte,Omsetning EUR,Name
Region Sørøst,3949,Porsgrunn,Telemark,3,2,4,0,0,0,0,0,0,7,0,0,0,0,0,0,16,"=""17.04.1996",Bryting av stein til bygge- og anleggsvirksomhet (08111),7,2826463,Company 586
Region Øst,1820,Spydeberg,Østfold,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,"=""12.03.1995","Dyrking av korn (unntatt ris), belgvekster og oljeholdige vekster (01110)",,,Company 587
Region Vest,6797,Utvik,Sogn og Fjordane,5,2,2,0,1,0,0,1,1,0,0,2,0,0,0,0,14,"=""12.03.1998",Grunnarbeid (43120),8,1302766,Company 588
Region Sørøst,3070,Sande i Vestfold,Vestfold,8,4,5,0,2,2,1,2,0,0,0,0,0,0,5,7,36,"=""21.03.1997",Grunnarbeid (43120),70,45669378,Company 589
Region Sørøst,3282,Kvelde,Vestfold,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,"=""06.05.2008",Godstransport på vei (49410),8,1007331,Company 590
Region Sørøst,3420,Lierskogen,Buskerud,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"=""17.03.1997",Grunnarbeid (43120),,424024,Company 591
Region Vest,5914,Isdalstø,Hordaland,15,30,1,1,0,1,2,0,0,0,3,0,0,0,0,0,53,"=""17.10.2011",Spedisjon (52291),5,10617991,Company 592
Region Nord,9151,Storslett,Troms,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,5,,,,,Company 593
Region Sørøst,3402,Lier,Buskerud,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,Company 594
Seksjon Ressurs og miljø,5913,Eikangervåg,Hordaland,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,"=""01.03.1999",Avvirkning (02200),,,Company 595
Seksjon Ressurs og miljø,1960,Løken,Akershus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,"=""10.03.2003",Tjenester tilknyttet skogbruk (02400),2,660897,Company 596
Region Midt,7760,Snåsa,Nord-Trøndelag,3,1,2,2,0,1,0,1,1,1,0,0,0,0,0,0,12,"=""20.02.1995",Bygging av vann- og kloakkanlegg (42210),3,498639,Company 597
Region Nord,9700,Lakselv,Finnmark,1,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,6,"=""12.03.1995",Utleie og leasing av andre maskiner og annet utstyr og materiell ikke nevnt annet sted (77390),,56458,Company 598
Region Øst,1626,Manstad,Østfold,2,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,8,"=""10.08.2005",Grunnarbeid (43120),8,487249,Company 599
Seksjon Ressurs og miljø,3243,Kodal,Vestfold,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,9,12,"=""12.03.2009",Avvirkning (02200),28,4177038,Company 600
Region Sørvest,4342,Undheim,Rogaland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,,,,Company 601
Region Sørøst,3864,Rauland,Telemark,3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,7,"=""21.03.1997",Grunnarbeid (43120),3,587551,Company 602
Region Vest,5306,Erdal,Hordaland,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,"=""18.03.2013",Grunnarbeid (43120),6,508101,Company 603
Region Sørvest,4985,Vegårshei,Aust-Agder,4,1,0,1,1,0,1,1,0,0,0,0,0,0,0,2,11,"=""06.07.2002",Grunnarbeid (43120),5,1952871,Company 604
Region Øst,2636,Øyer,Oppland,16,5,3,1,0,3,4,1,0,0,0,0,0,0,1,2,36,,,,,Company 605
Region Midt,7290,Støren,Sør-Trøndelag,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"=""11.06.2011",Grunnarbeid (43120),21,3933500,Company 606
Region Nord,9321,Moen,Troms,3,2,1,0,1,1,1,0,0,0,0,0,0,0,0,3,12,"=""21.05.2008",Grunnarbeid (43120),9,2842693,Company 607
Region Midt,6006,Ålesund,Møre og Romsdal,2,4,1,1,2,1,1,0,0,0,0,0,1,0,0,1,14,"=""14.01.2008",Grunnarbeid (43120),15,1820118,Company 608
Seksjon Ressurs og miljø,4830,Hynnekleiv,Aust-Agder,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,"=""19.01.2009",Skogskjøtsel og andre skogbruksaktiviteter (02100),6,403754,Company 609
Region Nord,8603,Mo i Rana,Nordland,20,0,4,0,0,4,3,2,2,0,0,0,0,0,0,2,37,"=""25.02.2003",Grunnarbeid (43120),51,7466094,Company 610
Region Vest,5357,Fjell,Hordaland,4,1,0,0,0,0,0,2,2,0,0,1,0,0,0,0,10,"=""27.10.2014",Grunnarbeid (43120),22,2061696,Company 611
Region Nord,9615,Hammerfest,Finnmark,6,4,3,0,1,0,2,1,0,0,1,0,2,0,0,7,27,"=""04.02.1999",Grunnarbeid (43120),23,2710274,Company 612
Region Sørvest,4473,Kvinlog,Vest-Agder,6,0,2,3,1,0,0,2,1,0,0,0,0,0,0,7,22,"=""14.02.2006",Grunnarbeid (43120),6,1357756,Company 613
Region Sørøst,3739,Skien,Telemark,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,2,10,"=""30.04.2011",Tjenester tilknyttet planteproduksjon (01610),15,1599247,Company 614
Region Midt,6143,Fiskåbygd,Møre og Romsdal,8,3,3,2,1,1,1,2,2,2,1,0,0,0,0,0,26,"=""16.06.2007",Grunnarbeid (43120),13,1221233,Company 615
Region Øst,1930,Aurskog,Akershus,3,1,0,1,1,0,1,0,3,0,0,0,0,0,0,0,10,"=""21.04.1997",Grunnarbeid (43120),9,2990395,Company 616
Region Sørøst,3330,Skotselv,Buskerud,2,4,1,0,0,2,0,0,0,0,1,0,0,2,1,0,13,,,,,Company 617
Region Sørøst,3803,Bø i Telemark,Telemark,1,0,2,1,0,1,0,1,1,3,0,0,0,0,0,0,10,"=""22.06.2013","Utvinning fra grus- og sandtak, og utvinning av leire og kaolin (08120)",6,218611,Company 618
Region Midt,7520,Hegra,Nord-Trøndelag,1,1,3,0,0,0,1,0,0,5,1,0,0,1,0,8,21,"=""05.08.1998","Utvinning fra grus- og sandtak, og utvinning av leire og kaolin (08120)",4,1594136,Company 619
Region Sørøst,3089,Holmestrand,Vestfold,5,1,3,0,1,0,2,1,0,2,0,0,0,0,1,2,18,,,,,Company 620
Region Sørvest,4137,Årdal i Ryfylke,Rogaland,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,"=""07.11.2001",Grunnarbeid (43120),2,,Company 621
Region Midt,7055,Ranheim,Sør-Trøndelag,2,0,1,0,0,0,0,0,4,1,0,3,0,0,0,0,11,,,,,Company 622
Region Sørøst,2937,Begna,Oppland,5,1,0,3,0,1,1,0,0,1,0,0,0,0,0,2,14,,,,,Company 623
Region Sørøst,3580,Geilo,Buskerud,3,2,1,2,1,0,0,0,0,0,0,0,1,0,0,4,14,"=""20.02.1995",Grunnarbeid (43120),9,,Company 624
Region Øst,2007,Kjeller,Akershus,10,0,3,0,0,1,2,3,0,0,0,0,0,0,0,5,24,,,,,Company 625
Region Sørvest,4051,Sola,Rogaland,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,6,"=""14.01.1997",Bygging av veier og motorveier (42110),10,2315091,Company 626
Region Øst,2640,Vinstra,Oppland,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,4,"=""25.09.2008",Utleie og leasing av lastebiler (77120),5,,Company 627
Region Øst,1658,Torp,Østfold,3,1,1,0,0,0,2,1,0,0,0,2,1,0,0,8,19,"=""24.04.2007",Riving av bygninger og andre konstruksjoner (43110),21,1624459,Company 628
Region Vest,5705,Voss,Hordaland,5,2,0,1,1,0,1,2,1,0,1,1,0,0,0,4,19,"=""19.02.1995",Oppføring av bygninger (41200),13,2574127,Company 629
Region Midt,7340,Oppdal,Sør-Trøndelag,7,3,7,1,2,1,1,2,2,3,1,2,0,1,1,1,35,"=""09.10.2012",Annen spesialisert bygge- og anleggsvirksomhet (43990),39,6084678,Company 630
Region Sørvest,4760,Birkeland,Aust-Agder,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,"=""19.08.1999","Utvinning fra grus- og sandtak, og utvinning av leire og kaolin (08120)",3,613011,Company 631
Region Sørvest,4909,Songe,Aust-Agder,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,7,"=""06.06.2002",Utleie og leasing av andre maskiner og annet utstyr og materiell ikke nevnt annet sted (77390),,,Company 632
Region Øst,2636,Øyer,Oppland,7,3,2,0,1,0,0,1,0,2,0,0,0,2,0,0,18,,,,,Company 633
Region Sørvest,4790,Lillesand,Aust-Agder,9,0,2,0,1,1,1,3,0,0,0,0,0,0,0,1,18,"=""30.09.2003",Grunnarbeid (43120),14,3480233,Company 634
Region Vest,5610,Øystese,Hordaland,2,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,6,"=""13.03.2003",Annen spesialisert bygge- og anleggsvirksomhet (43990),,249352,Company 635
Region Nord,8502,Narvik,Nordland,3,5,6,1,1,2,2,2,0,0,0,0,2,0,0,1,25,,,,,Company 636
Region Sørøst,3658,Miland,Telemark,35,30,7,2,1,5,0,5,1,4,1,0,0,2,0,1,94,"=""19.02.1995",Grunnarbeid (43120),99,24727722,Company 637
Region Sørøst,3676,Notodden,Telemark,6,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,11,"=""20.02.1995",Grunnarbeid (43120),3,704785,Company 638
Region Sørvest,4346,Bryne,Rogaland,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,,,,,Company 639
Seksjon Ressurs og miljø,9018,Tromsø,Troms,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,8,,,,,Company 640
Seksjon Ressurs og miljø,8416,Sortland,Nordland,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,12,"=""12.02.2002",Innsamling av ikke-farlig avfall (38110),13,6637073,Company 641
Region Øst,2040,Kløfta,Akershus,5,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9,,,,,Company 642
Region Øst,2901,Fagernes,Oppland,5,3,1,2,1,1,0,0,0,1,1,0,0,1,0,2,18,"=""23.02.2013",Grunnarbeid (43120),20,4160082,Company 643
Region Sørvest,4473,Kvinlog,Vest-Agder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Company 644
Region Øst,1378,Nesbru,Akershus,4,2,1,1,3,0,0,0,6,0,0,2,0,0,0,1,20,"=""11.01.2005",Grunnarbeid (43120),57,8782316,Company 645
Region Øst,1351,Rud,Akershus,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"=""05.12.2006",Grunnarbeid (43120),6,1495504,Company 646
Region Sørøst,3092,Sundbyfoss,Vestfold,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,4,,,,,Company 647
Region Sørøst,3174,Revetal,Vestfold,0,1,1,0,2,0,0,0,0,0,1,0,1,0,0,5,11,,,,,Company 648
Region Øst,2381,Brumunddal,Hedmark,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,4,10,"=""19.02.1995",Grunnarbeid (43120),25,2981152,Company 649
Region Øst,2460,Osen,Hedmark,5,2,2,1,1,0,1,1,1,0,0,0,0,0,1,1,16,,,,,Company 650
Region Sørvest,4150,Rennesøy,Rogaland,6,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,13,"=""19.02.1995",Grunnarbeid (43120),13,2741377,Company 651
Region Sørvest,4580,Lyngdal,Vest-Agder,3,1,0,1,0,0,3,0,2,0,0,3,0,0,0,1,14,"=""19.02.1995",Grunnarbeid (43120),38,7697419,Company 652
Region Sørvest,4520,Lindesnes,Vest-Agder,6,2,0,1,0,0,1,0,0,0,0,2,0,0,0,1,13,"=""20.02.1995",Grunnarbeid (43120),3,1115887,Company 653
Region Nord,8195,Gjerøy,Nordland,2,0,1,1,0,0,1,1,1,0,0,0,0,0,0,3,10,,,,,Company 654
Region Midt,6210,Valldal,Møre og Romsdal,4,1,1,0,1,0,1,2,0,0,0,0,0,0,0,0,10,"=""02.02.2004",Grunnarbeid (43120),5,561136,Company 655
Region Øst,2870,Dokka,Oppland,9,5,0,1,1,3,0,0,1,0,1,0,0,1,0,3,25,"=""11.03.2004",Grunnarbeid (43120),52,10923704,Company 656
Region Øst,2636,Øyer,Oppland,8,1,1,2,1,1,1,2,1,0,0,0,0,0,0,3,21,"=""10.02.2003",Grunnarbeid (43120),33,9774169,Company 657
Region Sørvest,4639,Kristiansand S,Vest-Agder,5,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,10,"=""28.05.2013",Grunnarbeid (43120),3,894618,Company 658
Seksjon Ressurs og miljø,2608,Lillehammer,Oppland,2,0,0,3,1,0,0,0,0,0,1,0,0,0,0,9,16,"=""20.02.1995",Tjenester tilknyttet skogbruk (02400),9,,Company 659
Seksjon Ressurs og miljø,4580,Lyngdal,Vest-Agder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,Company 660
Seksjon Ressurs og miljø,3530,Røyse,Buskerud,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,6,"=""02.07.2002",Bygging av vann- og kloakkanlegg (42210),4,803585,Company 661
Region Øst,1806,Skiptvet,Østfold,1,2,2,0,1,0,1,0,0,0,0,0,0,0,0,1,8,"=""25.06.2002",Beplantning av hager og parkanlegg (81300),4,472953,Company 662
Region Sørøst,3406,Tranby,Buskerud,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,,,,,Company 663
Seksjon Ressurs og miljø,4200,Sauda,Rogaland,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,5,"=""10.09.2009",Tjenester tilknyttet skogbruk (02400),1,594387,Company 664
Region Vest,5821,Bergen,Hordaland,13,8,1,0,0,0,6,0,0,0,0,0,1,0,0,1,30,"=""01.03.1996",Grunnarbeid (43120),42,5415670,Company 665
Region Vest,5578,Nedre Vats,Rogaland,4,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,8,"=""17.07.2007",Grunnarbeid (43120),12,1577501,Company 666
Region Sørvest,4120,Tau,Rogaland,2,0,1,0,0,0,0,0,10,0,0,2,0,0,0,1,16,"=""16.06.2014",Grunnarbeid (43120),12,2740863,Company 667
Region Sørøst,3117,Tønsberg,Vestfold,3,0,4,0,0,0,0,1,0,2,0,0,0,1,2,0,13,"=""31.03.1998","Utvinning fra grus- og sandtak, og utvinning av leire og kaolin (08120)",19,2803158,Company 668
Region Midt,7900,Rørvik,Nord-Trøndelag,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2,8,"=""19.02.1995",Grunnarbeid (43120),3,139196,Company 669
Region Sørvest,4823,Nedenes,Aust-Agder,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,,,,,Company 670
Region Øst,0668,Oslo,Oslo,10,4,2,0,2,0,0,0,0,0,0,0,2,0,0,9,29,,,,,Company 671
Region Sørøst,3920,Porsgrunn,Telemark,1,1,7,1,0,0,5,0,0,0,0,0,0,0,1,1,17,"=""19.02.1995",Annen spesialisert bygge- og anleggsvirksomhet (43990),8,1025199,Company 672
Region Midt,7977,Høylandet,Nord-Trøndelag,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,"=""07.11.1995",Annen spesialisert bygge- og anleggsvirksomhet (43990),1,185775,Company 673
Region Nord,9311,Brøstadbotn,Troms,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,8,"=""02.07.2001",Grunnarbeid (43120),18,1427144,Company 674
Region Øst,2223,Galterud,Hedmark,2,4,0,1,0,1,0,0,0,0,0,0,0,0,1,1,10,,,,,Company 675
Region Sørvest,4618,Kristiansand S,Vest-Agder,0,4,0,0,0,0,0,0,1,0,0,6,0,0,0,49,60,,,,,Company 676
Region Midt,6143,Fiskåbygd,Møre og Romsdal,2,0,1,1,1,0,0,1,0,1,0,1,0,0,0,6,14,"=""20.02.1995",Annen spesialisert bygge- og anleggsvirksomhet (43990),1,,Company 677
Region Midt,7070,Bosberg,Sør-Trøndelag,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,,,,,Company 678
Seksjon Ressurs og miljø,3677,Notodden,Telemark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"=""23.06.1999",Avvirkning (02200),1,119236,Company 679
Seksjon Ressurs og miljø,6222,Ikornnes,Møre og Romsdal,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,6,11,"=""25.11.1996",Innsamling av ikke-farlig avfall (38110),5,1215388,Company 680
Region Øst,1350,Lommedalen,Akershus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Company 681
Region Sørvest,4102,Idse,Rogaland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"=""14.04.2004",Grunnarbeid (43120),2,433548,Company 682
Region Sørøst,3261,Larvik,Vestfold,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,12,"=""17.03.1997",Grunnarbeid (43120),10,1512452,Company 683
Region Øst,0575,Oslo,Oslo,5,4,3,1,1,3,0,0,0,0,0,0,3,0,0,9,29,"=""16.01.2006",Grunnarbeid (43120),47,9712904,Company 684
Region Øst,1798,Aremark,Østfold,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,6,10,"=""05.06.2012",Lasting og lossing (52240),15,1605772,Company 685
Region Midt,7820,Spillum,Nord-Trøndelag,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,5,"=""09.06.2000",Grunnarbeid (43120),4,1472890,Company 686
Region Øst,1326,Lysaker,Akershus,28,320,214,12,15,26,1,3,5,0,4,37,4,0,84,568,1321,"=""19.06.2008",Bygging av veier og motorveier (42110),1605,442692401,Company 687
Seksjon Ressurs og miljø,6020,Ålesund,Møre og Romsdal,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,"=""02.09.2004",Annen spesialisert bygge- og anleggsvirksomhet (43990),10,2520471,Company 688
Region Vest,5460,Husnes,Hordaland,3,2,0,0,1,2,0,0,1,0,0,0,1,0,0,1,11,"=""29.06.2005",Grunnarbeid (43120),4,157634,Company 689
Region Sørøst,3358,Nedre Eggedal,Buskerud,2,1,2,0,1,0,0,0,1,4,1,0,0,0,0,0,12,,,,,Company 690
Region Sørøst,3697,Tuddal,Telemark,3,1,0,0,1,2,0,1,2,1,0,0,0,1,0,0,12,"=""27.09.1995",Grunnarbeid (43120),6,348818,Company 691
Region Midt,7732,Steinkjer,Nord-Trøndelag,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,"=""06.12.1999",Grunnarbeid (43120),12,1395883,Company 692
Region Sørøst,3405,Lier,Buskerud,3,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,9,"=""11.02.2004",Grunnarbeid (43120),5,945981,Company 693
Region Sørøst,3632,Uvdal,Buskerud,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,"=""14.06.2005",Grunnarbeid (43120),1,13588,Company 694
Region Øst,2410,Hernes,Hedmark,4,2,1,0,1,1,0,1,0,1,1,0,0,0,0,0,12,"=""17.03.2012",Bygging av veier og motorveier (42110),5,900489,Company 695
Region Vest,6823,Sandane,Sogn og Fjordane,3,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,8,"=""30.10.1997","Utvinning fra grus- og sandtak, og utvinning av leire og kaolin (08120)",,,Company 696
Region Midt,6068,Eiksund,Møre og Romsdal,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,"=""15.06.1995",Godstransport på vei (49410),,,Company 697
Region Vest,9171,Longyearbyen,Svalbard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,Company 698
Region Nord,9505,Alta,Finnmark,7,2,4,0,2,2,1,1,0,1,2,0,0,0,0,1,23,"=""15.07.2004",Grunnarbeid (43120),33,4247369,Company 699
Region Øst,1950,Rømskog,Østfold,9,6,3,2,2,2,1,1,0,4,2,0,2,1,1,1,37,"=""20.02.1995",Godstransport på vei (49410),44,17040254,Company 700
Region Sørvest,4891,Grimstad,Aust-Agder,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,"=""17.10.2002",Grunnarbeid (43120),2,280015,Company 701
Region Øst,1870,Ørje,Østfold,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,7,"=""21.03.2011",Grunnarbeid (43120),25,370844,Company 702
Region Midt,7801,Namsos,Nord-Trøndelag,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"=""12.09.2014",Oppføring av bygninger (41200),15,3102583,Company 703
Region Nord,8276,Ulvsvåg,Nordland,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,5,,,,,Company 704
Region Sørøst,1389,Heggedal,Akershus,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,"=""17.06.2017",Godstransport på vei (49410),3,746797,Company 705
Region Øst,1765,Halden,Østfold,3,1,0,3,1,1,1,0,0,0,0,1,4,0,0,0,15,"=""16.11.2005",Grunnarbeid (43120),1,74004,Company 706
Region Vest,5680,Tysnes,Hordaland,4,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,10,"=""21.07.2005",Oppføring av bygninger (41200),9,13610879,Company 707
Region Vest,6823,Sandane,Sogn og Fjordane,16,4,3,3,2,1,1,4,1,4,1,0,2,0,0,4,46,"=""29.05.2000",Grunnarbeid (43120),41,4663938,Company 708
Region Øst,2020,Skedsmokorset,Akershus,3,1,0,0,0,0,3,0,0,0,0,0,0,0,0,9,16,"=""19.02.1995",Grunnarbeid (43120),1,234242,Company 709
Region Midt,6531,Averøy,Møre og Romsdal,4,0,0,3,1,0,0,1,1,0,0,0,0,0,0,8,18,"=""02.07.1998",Grunnarbeid (43120),,,Company 710
Seksjon Ressurs og miljø,6320,Isfjorden,Møre og Romsdal,0,5,0,0,0,0,0,0,2,0,0,1,0,0,0,4,12,,,,,Company 711
Region Øst,1684,Vesterøy,Østfold,1,1,1,0,2,0,0,0,14,0,0,3,0,0,0,3,25,,,,,Company 712
Region Sørøst,3175,Ramnes,Vestfold,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,"=""28.06.2004",Grunnarbeid (43120),,,Company 713
Region Sørvest,4760,Birkeland,Aust-Agder,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,4,"=""26.03.2011",Grunnarbeid (43120),2,598800,Company 714
Region Sørøst,3967,Stathelle,Telemark,3,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,9,,,,,Company 715
Region Sørøst,3804,Bø i Telemark,Telemark,3,1,0,0,0,3,0,1,0,0,0,0,0,0,0,1,9,"=""10.02.2000",Grunnarbeid (43120),11,2145621,Company 716
Region Sørøst,3864,Rauland,Telemark,3,1,1,4,1,1,0,1,0,0,0,1,0,0,0,2,15,"=""12.07.2005",Grunnarbeid (43120),16,2163260,Company 717
Region Sørøst,3114,Tønsberg,Vestfold,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,6,,,,,Company 718
Region Øst,1476,Rasta,Akershus,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,"=""20.02.1995",Grunnarbeid (43120),2,,Company 719
Region Vest,5419,Fitjar,Hordaland,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,6,"=""04.04.2011",Grunnarbeid (43120),2,453097,Company 720
Region Sørøst,3533,Tyristrand,Buskerud,3,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,7,,,,,Company 721
Region Sørøst,3474,Åros,Buskerud,4,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,8,,,,,Company 722
Region Øst,1912,Enebakk,Akershus,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"=""19.04.2007",Grunnarbeid (43120),6,591730,Company 723
Region Nord,9950,Vardø,Finnmark,2,3,3,0,3,1,2,0,0,1,3,1,2,0,1,5,27,"=""04.05.1999",Grunnarbeid (43120),41,3991731,Company 724
Region Sørvest,4066,Stavanger,Rogaland,7,1,1,3,1,0,8,0,0,0,0,0,1,0,0,0,22,,,,,Company 725
Region Sørøst,3770,Kragerø,Telemark,4,2,1,0,0,0,1,0,2,0,0,3,0,0,0,3,16,"=""27.01.1998",Annen spesialisert bygge- og anleggsvirksomhet (43990),5,653106,Company 726
Region Sørøst,3430,Spikkestad,Buskerud,4,1,0,3,2,0,1,0,0,0,0,0,0,0,0,1,12,"=""22.02.2005",Grunnarbeid (43120),6,1353505,Company 727
Region Sørøst,3619,Skollenborg,Buskerud,8,8,3,0,2,2,0,0,0,1,1,0,6,1,0,1,33,"=""20.01.2005",Grunnarbeid (43120),58,25231575,Company 728
Region Sørvest,4354,Voll,Rogaland,5,1,0,3,0,0,2,0,0,0,0,0,0,0,0,4,15,,,,,Company 729
Region Øst,2540,Tolga,Hedmark,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,9,"=""26.04.2005",Grunnarbeid (43120),7,728907,Company 730
Region Øst,1914,Ytre Enebakk,Akershus,3,2,1,0,1,1,0,0,0,0,1,1,0,0,0,0,10,,,,,Company 731
Region Øst,1358,Jar,Akershus,3,2,1,0,0,1,3,0,0,0,0,1,0,0,0,0,11,,,,,Company 732
Region Midt,6440,Elnesvågen,Møre og Romsdal,1,1,1,2,1,0,2,1,0,0,0,1,0,0,0,0,10,,,,,Company 733
Region Midt,6060,Hareid,Møre og Romsdal,5,2,1,1,1,0,1,1,1,0,0,0,0,0,0,2,15,"=""21.06.2006",Grunnarbeid (43120),12,2816239,Company 734
Region Midt,7520,Hegra,Nord-Trøndelag,3,3,1,1,0,0,0,0,0,1,0,0,0,0,0,1,10,"=""10.05.2005",Grunnarbeid (43120),6,888518,Company 735
Region Midt,7036,Trondheim,Sør-Trøndelag,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,"=""19.02.1995",Beplantning av hager og parkanlegg (81300),5,375232,Company 736
Seksjon Ressurs og miljø,3766,Sannidal,Telemark,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,5,"=""03.03.2003",Bygging av vann- og kloakkanlegg (42210),4,1292204,Company 737
Region Nord,9287,Tromsø,Troms,7,2,2,0,0,2,5,0,0,1,0,0,1,0,0,2,22,,,,,Company 738
Region Sørvest,4849,Arendal,Aust-Agder,2,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,8,,,,,Company 739
Region Øst,1384,Asker,Akershus,0,1,0,0,1,1,1,0,2,1,1,1,0,0,0,1,10,"=""10.12.2007",Utleie og leasing av bygge- og anleggsmaskiner og -utstyr (77320),4,640505,Company 740
Region Sørøst,3712,Skien,Telemark,4,3,0,0,0,0,0,0,0,0,0,2,0,0,0,2,11,"=""02.02.1999",Grunnarbeid (43120),10,1064841,Company 741
Region Sørøst,3241,Sandefjord,Vestfold,2,0,0,0,0,0,0,0,5,0,0,1,0,0,0,2,10,"=""10.11.2004",Grunnarbeid (43120),27,6737501,Company 742
Region Øst,1618,Fredrikstad,Østfold,9,3,1,0,1,0,1,1,0,0,0,0,2,0,0,5,23,"=""04.09.2012",Bygging av jernbaner og undergrunnsbaner (42120),42,8149662,Company 743
Region Øst,2642,Kvam,Oppland,3,3,1,1,1,1,0,0,0,1,1,0,0,0,1,1,14,"=""03.02.1999",Grunnarbeid (43120),5,676726,Company 744
Region Sørøst,3213,Sandefjord,Vestfold,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,8,"=""17.11.2004",Utleie og leasing av andre maskiner og annet utstyr og materiell ikke nevnt annet sted (77390),1,224250,Company 745
